"company_uuid","company_permalink","category"
"1720287bf2c0eb87d86e43e5ecb7d7dc","velcera","Biotechnology"
"17216319424bd92dc57a0fd0cfbddd3b","lead-wizards","Lead Generation"
"17216319424bd92dc57a0fd0cfbddd3b","lead-wizards","Marketing Automation"
"17216319424bd92dc57a0fd0cfbddd3b","lead-wizards","B2B"
"172848e7bff165cec3f8b83bc28986cb","sopatec","Analytics"
"172a34b49eddb0aec768cbfa8e1ab52c","adobe-systems","Software"
"172a34b49eddb0aec768cbfa8e1ab52c","adobe-systems","Creative"
"172a34b49eddb0aec768cbfa8e1ab52c","adobe-systems","Photo Editing"
"172a34b49eddb0aec768cbfa8e1ab52c","adobe-systems","Design"
"172a34b49eddb0aec768cbfa8e1ab52c","adobe-systems","Image Recognition"
"172a73f81c43bb4d80a7d88e8fc8e869","genetic-system","Biotechnology"
"172a73f81c43bb4d80a7d88e8fc8e869","genetic-system","Medical"
"172a73f81c43bb4d80a7d88e8fc8e869","genetic-system","Health Care"
"172e09a91f9a4e73d31b07530d375d81","algorithms-io","Enterprise Software"
"172e09a91f9a4e73d31b07530d375d81","algorithms-io","SaaS"
"172e09a91f9a4e73d31b07530d375d81","algorithms-io","Machine Learning"
"172e09a91f9a4e73d31b07530d375d81","algorithms-io","B2B"
"173c541177e81dbd03f8f0212b89797d","xagenic","Biotechnology"
"173c541177e81dbd03f8f0212b89797d","xagenic","Health Diagnostics"
"173fc984ae76a658d56edc9f695ef8ba","justcare","Customer Service"
"173fc984ae76a658d56edc9f695ef8ba","justcare","Analytics"
"173fc984ae76a658d56edc9f695ef8ba","justcare","Mobile"
"17462dd2d1ae3b79c44feb77f1d490ac","procertus-biopharm","Biotechnology"
"174e4b7c39a53a050fab93575f8b0775","funnely","Marketing Automation"
"174e4b7c39a53a050fab93575f8b0775","funnely","Software"
"174e4b7c39a53a050fab93575f8b0775","funnely","SaaS"
"174e4b7c39a53a050fab93575f8b0775","funnely","E-Commerce"
"174e4b7c39a53a050fab93575f8b0775","funnely","Advertising"
"174e4b7c39a53a050fab93575f8b0775","funnely","Sales and Marketing"
"174e4b7c39a53a050fab93575f8b0775","funnely","Performance Marketing"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Software"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Marketing Automation"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Brand Marketing"
"174eef9f56122e08dfadfbdd6de803ce","net-results","B2B"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Lead Generation"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Optimization"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Analytics"
"174eef9f56122e08dfadfbdd6de803ce","net-results","Email Marketing"
"174eef9f56122e08dfadfbdd6de803ce","net-results","SaaS"
"174f9a356e7814d0e2a9bd5e2858c8bf","semba-biosciences","Biotechnology"
"17565579f4ffde3fd6031775bce71ddf","athenian-venture-partners","Information Technology"
"17565579f4ffde3fd6031775bce71ddf","athenian-venture-partners","Biotechnology"
"17565579f4ffde3fd6031775bce71ddf","athenian-venture-partners","Health Care Information Technology"
"17565579f4ffde3fd6031775bce71ddf","athenian-venture-partners","Health Care"
"1758862a414ff5b1039614f50cea51ef","redbird","Cloud Data Services"
"1758862a414ff5b1039614f50cea51ef","redbird","Geospatial"
"1758862a414ff5b1039614f50cea51ef","redbird","Civil Engineers"
"1758862a414ff5b1039614f50cea51ef","redbird","Drones"
"1758862a414ff5b1039614f50cea51ef","redbird","Mining Technologies"
"1758862a414ff5b1039614f50cea51ef","redbird","Infrastructure"
"1758862a414ff5b1039614f50cea51ef","redbird","Big Data Analytics"
"175ee897ef90bc34b4855963f71011f1","weesteer","Games"
"175ee897ef90bc34b4855963f71011f1","weesteer","Media"
"175ee897ef90bc34b4855963f71011f1","weesteer","Payments"
"175ee897ef90bc34b4855963f71011f1","weesteer","Analytics"
"175ee897ef90bc34b4855963f71011f1","weesteer","Sales and Marketing"
"175ee897ef90bc34b4855963f71011f1","weesteer","Social Games"
"175ee897ef90bc34b4855963f71011f1","weesteer","Big Data"
"175ee897ef90bc34b4855963f71011f1","weesteer","Education"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","EBooks"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Web Hosting"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","B2B"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Social Media Marketing"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Sales and Marketing"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Content"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Email Marketing"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Marketing Automation"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Social Media"
"17617bc36b02071cf0db4413c2e6c8fe","guarana-design","Advertising"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","Mobile"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","App Marketing"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","SMS"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","SEO"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","Analytics"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","Optimization"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","Internet Marketing"
"1762da80f1cc00fca8d74a39e1f7a19e","sparkpage","Marketing Automation"
"1768b54189dbe1b6049e1c1878f32b79","xenetic-biosciences","Biotechnology"
"17698a1b54bc3f57598b19fbb9c57213","euclid","Analytics"
"17698a1b54bc3f57598b19fbb9c57213","euclid","B2B"
"17698a1b54bc3f57598b19fbb9c57213","euclid","Retail"
"17698a1b54bc3f57598b19fbb9c57213","euclid","Software"
"17698a1b54bc3f57598b19fbb9c57213","euclid","Big Data"
"177106e1c206fc7b0f29db6230ac916c","keywordenvy","Search"
"177106e1c206fc7b0f29db6230ac916c","keywordenvy","SEO"
"177106e1c206fc7b0f29db6230ac916c","keywordenvy","Analytics"
"1771a8670a49f9e9a28cfe0b326d570d","mozenda","Analytics"
"1771a8670a49f9e9a28cfe0b326d570d","mozenda","Business Intelligence"
"1773592340b20d794d756800733a5db7","trigenesis-therapeutics","Biotechnology"
"1773592340b20d794d756800733a5db7","trigenesis-therapeutics","Pharmaceuticals"
"1773592340b20d794d756800733a5db7","trigenesis-therapeutics","Medical"
"17738f611fbc5b268381bbb7ccf8d6a7","childrens-hospital-boston","Biotechnology"
"17765852b4f7f54cefd077227e55ad88","seaside-therapeutics","Biotechnology"
"177c9d3b0da13a997a95f75495598656","embryotrans-biotech","Biotechnology"
"17853eafb7094c66e7e0ec8c37a27322","xdayta","Analytics"
"17853eafb7094c66e7e0ec8c37a27322","xdayta","Marketplaces"
"17853eafb7094c66e7e0ec8c37a27322","xdayta","Big Data"
"17853eafb7094c66e7e0ec8c37a27322","xdayta","Databases"
"178540d3902aed5898b73183d927834d","novoron-bioscience","Pharmaceuticals"
"178540d3902aed5898b73183d927834d","novoron-bioscience","Neuroscience"
"178540d3902aed5898b73183d927834d","novoron-bioscience","Biotechnology"
"1786bb4119e9bb4c6c39e82823aa8df1","broadforward","Mobile"
"1786bb4119e9bb4c6c39e82823aa8df1","broadforward","Internet"
"1786bb4119e9bb4c6c39e82823aa8df1","broadforward","Web Development"
"1786bb4119e9bb4c6c39e82823aa8df1","broadforward","Data Integration"
"1786bb4119e9bb4c6c39e82823aa8df1","broadforward","Interface Design"
"1786bb4119e9bb4c6c39e82823aa8df1","broadforward","Telecommunications"
"17881195986130c22906fcfdd63a9cb1","eureka-therapeutics","Biotechnology"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Games"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Video Games"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Analytics"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","News"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Reviews and Recommendations"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Chat"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Digital Media"
"178c24ccc5c0c2b1e65aeeda7d458339","aggregame","Twitter Applications"
"1791b1263e86445d9816b7609b800280","bioxydyn","Biotechnology"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Analytics"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","SaaS"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Big Data"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Media"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Entertainment"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Advertising"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Real Time"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Cloud Computing"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Social Media"
"1793fcbeacefe9dadf0b03d2d66190ae","tru-optik-data-corp","Technology"
"179fa2e70553337804945517a5581962","motosmarty","Public Transportation"
"179fa2e70553337804945517a5581962","motosmarty","Transportation"
"179fa2e70553337804945517a5581962","motosmarty","Maps"
"179fa2e70553337804945517a5581962","motosmarty","Diving"
"179fa2e70553337804945517a5581962","motosmarty","Cars"
"179fa2e70553337804945517a5581962","motosmarty","Insurance"
"179fa2e70553337804945517a5581962","motosmarty","Big Data Analytics"
"179fa2e70553337804945517a5581962","motosmarty","Sensors"
"17ad20fd816340d80099cf607f276c37","spectrascience","Biotechnology"
"17b370d3f02e9f2cb0a80563d991db37","securelogix","IT and Cybersecurity"
"17b370d3f02e9f2cb0a80563d991db37","securelogix","Security"
"17b370d3f02e9f2cb0a80563d991db37","securelogix","Network Security"
"17b370d3f02e9f2cb0a80563d991db37","securelogix","Analytics"
"17b7b759f593c064283c365223837663","microzap","Biotechnology"
"17b9de6a2309ef70de3834151b5307f0","kensee","B2B"
"17b9de6a2309ef70de3834151b5307f0","kensee","Real Estate"
"17b9de6a2309ef70de3834151b5307f0","kensee","Big Data"
"17b9de6a2309ef70de3834151b5307f0","kensee","Big Data Analytics"
"17b9de6a2309ef70de3834151b5307f0","kensee","Finance Technology"
"17bf71c9cf281e520d92f309afc715a1","axsome-therapeutics","Biotechnology"
"17c502e7feaceed5c760ca1cb56731b0","execusys-inc","Software"
"17c502e7feaceed5c760ca1cb56731b0","execusys-inc","Finance"
"17c502e7feaceed5c760ca1cb56731b0","execusys-inc","Governments"
"17c502e7feaceed5c760ca1cb56731b0","execusys-inc","Knowledge Management"
"17c502e7feaceed5c760ca1cb56731b0","execusys-inc","Business Intelligence"
"17c6305d85cc44c6ff1d7a2ca29fce10","quova","Advertising"
"17c6305d85cc44c6ff1d7a2ca29fce10","quova","Sales and Marketing"
"17c6305d85cc44c6ff1d7a2ca29fce10","quova","Digital Rights Management"
"17c6305d85cc44c6ff1d7a2ca29fce10","quova","Analytics"
"17cd15b72687a568eb220bf2cda99a14","mitra-biotech","Biotechnology"
"17cdeaf45c8e98a13165c45028b5628b","ivera-medical","Biotechnology"
"17cef662952722d4bf17b84dcb2b0f68","cake-fundraising","Social Fundraising"
"17cef662952722d4bf17b84dcb2b0f68","cake-fundraising","Cause Marketing"
"17cef662952722d4bf17b84dcb2b0f68","cake-fundraising","Analytics"
"17cf762d0d6c5aa40880e67cc9dea22a","attacat","Advertising"
"17cf762d0d6c5aa40880e67cc9dea22a","attacat","SEO"
"17cf762d0d6c5aa40880e67cc9dea22a","attacat","Internet Marketing"
"17cf762d0d6c5aa40880e67cc9dea22a","attacat","Social Media"
"17cf762d0d6c5aa40880e67cc9dea22a","attacat","Analytics"
"17cf762d0d6c5aa40880e67cc9dea22a","attacat","Google Apps"
"17d17a238981b32755a334813a098838","schoolrunner","Education"
"17d17a238981b32755a334813a098838","schoolrunner","Analytics"
"17d25aac2aedaf2b40b348b4cd96f777","core2-group","Data Mining"
"17d3aece46a01f1cfecd50574e044f4a","dacomed-corporation","Diagnostics"
"17d3aece46a01f1cfecd50574e044f4a","dacomed-corporation","Pharmaceuticals"
"17d3aece46a01f1cfecd50574e044f4a","dacomed-corporation","Biotechnology"
"17daa716a433dddb1572497958ada92f","hotspots-io","Social Media"
"17daa716a433dddb1572497958ada92f","hotspots-io","Analytics"
"17daa716a433dddb1572497958ada92f","hotspots-io","Startups"
"17e4bd1ef97af814e83de16ff17eff14","multiplicom","Biotechnology"
"17e4bd1ef97af814e83de16ff17eff14","multiplicom","Health Diagnostics"
"17e6d00da625977a5069258d73ddb407","cardiovascular-systems","Biotechnology"
"17e6d00da625977a5069258d73ddb407","cardiovascular-systems","Medical Devices"
"17ec612c90665f249447cd1cc4401621","real","Pharmaceuticals"
"17ec612c90665f249447cd1cc4401621","real","Biotechnology"
"17ec612c90665f249447cd1cc4401621","real","Medical Devices"
"17f2fdc57ff1cc9a571c261b94dafc9f","foundry-newco-xii","Biotechnology"
"17f667eecb91e8b037be06fa653eb15c","aminus3","Curated Web"
"17f667eecb91e8b037be06fa653eb15c","aminus3","Photography"
"17f667eecb91e8b037be06fa653eb15c","aminus3","Social Network Media"
"17f667eecb91e8b037be06fa653eb15c","aminus3","Image Recognition"
"1806dffbedc1ec129cb027e635e43d57","giteso","Software"
"1806dffbedc1ec129cb027e635e43d57","giteso","Information Services"
"1806dffbedc1ec129cb027e635e43d57","giteso","IT Management"
"1806dffbedc1ec129cb027e635e43d57","giteso","Data Integration"
"1807d7a0d92e012be080d9c13fafaaf0","a-plus-id","Security"
"1807d7a0d92e012be080d9c13fafaaf0","a-plus-id","Software"
"1807d7a0d92e012be080d9c13fafaaf0","a-plus-id","Biometrics"
"1810976eba96388b2ef23c58bb23c29c","counselytics","Legal"
"1810976eba96388b2ef23c58bb23c29c","counselytics","Machine Learning"
"1810aa04934add063e3db00a8e640834","pathgroup","Biotechnology"
"1810aa04934add063e3db00a8e640834","pathgroup","Health Diagnostics"
"1811cf30d9b928bdf96c5da0b469446a","optimalize-me","Analytics"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Advertising"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Analytics"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Big Data"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Security"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Fraud Detection"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Business Intelligence"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","SaaS"
"18137cb3fa83724d02388ba39c69d6d6","pixalate","Enterprise Software"
"181f4087be004f5d367d44e520abc611","isi-life-sciences","Biotechnology"
"1823b073eed0ad9521a3c5011ce5a266","medistem","Biotechnology"
"182431a6881546c38bdb6230de516834","beigene","Biotechnology"
"182600bd2201ed4e05f99bebc2ea7ae7","precision-dermatology","Biotechnology"
"182df772924aa221eccecfcff5d7fc32","proteomedix","Biotechnology"
"1830a91b1d79b31804542f90b6982ef4","telsar-pharma","Biotechnology"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Nonprofits"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Startups"
"183692b0b175b12589ce2badd9f56b55","masschallenge","High Tech"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Clean Technology"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Biotechnology"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Life Sciences"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Entrepreneur"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Green"
"183692b0b175b12589ce2badd9f56b55","masschallenge","Venture Capital"
"1844d47ef9a46d7a96a1d552cac271dc","3p-biopharmaceuticals","Biotechnology"
"1844d47ef9a46d7a96a1d552cac271dc","3p-biopharmaceuticals","Pharmaceuticals"
"1848e6993115712c685ea4dafd5918d6","mgi-pharma","Biotechnology"
"184c6454d1bfe91ad24c93c0128db9c8","acta-technology","Data Integration"
"184c6454d1bfe91ad24c93c0128db9c8","acta-technology","Real Time"
"184c6454d1bfe91ad24c93c0128db9c8","acta-technology","Enterprises"
"184d2038cf465d63fa08584d46d8cac1","creativediagnostics","Biotechnology"
"184d2038cf465d63fa08584d46d8cac1","creativediagnostics","Health Diagnostics"
"185012bbaed26eb62eeb0efd57b74e6b","hemaquest-pharmaceuticals","Biotechnology"
"185022a67e403437d84ba85e717dbd4c","cryptocrumb","Technology"
"185022a67e403437d84ba85e717dbd4c","cryptocrumb","Analytics"
"185022a67e403437d84ba85e717dbd4c","cryptocrumb","Bitcoin"
"18534acea8d63435622228c5b6efb1cd","bodywhat","Apps"
"18534acea8d63435622228c5b6efb1cd","bodywhat","Analytics"
"18534acea8d63435622228c5b6efb1cd","bodywhat","3D Technology"
"185b732fa4f62506112d6c2e22d026ad","scorise","Marketing Automation"
"185b732fa4f62506112d6c2e22d026ad","scorise","Internet Marketing"
"185b732fa4f62506112d6c2e22d026ad","scorise","Brand Marketing"
"185b732fa4f62506112d6c2e22d026ad","scorise","Email Marketing"
"185b732fa4f62506112d6c2e22d026ad","scorise","Search Marketing"
"185b732fa4f62506112d6c2e22d026ad","scorise","Social Media Agent"
"185b732fa4f62506112d6c2e22d026ad","scorise","Social Media"
"185b732fa4f62506112d6c2e22d026ad","scorise","Social Media Marketing"
"185b732fa4f62506112d6c2e22d026ad","scorise","SEO"
"185b732fa4f62506112d6c2e22d026ad","scorise","E-Commerce"
"185d430b47a384859b4ad9d1f1c32091","innerscope-research","Biotechnology"
"185e8533679ceecc913c47794807492b","cellartis","Biotechnology"
"185f8af0d42374c857c0329f5318a02f","accutest-laboratories","Biotechnology"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Analytics"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Big Data"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Machine Learning"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Mobile"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Artificial Intelligence"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Personalization"
"1866936ee6b4d8dc3d3018aa58d89dd9","vidora","Human Computer Interaction"
"18689347573a584789cad499141b3ebf","sterling-analytics","Enterprise Software"
"18689347573a584789cad499141b3ebf","sterling-analytics","Finance"
"18689347573a584789cad499141b3ebf","sterling-analytics","Investment Management"
"18689347573a584789cad499141b3ebf","sterling-analytics","Transaction Processing"
"18689347573a584789cad499141b3ebf","sterling-analytics","Analytics"
"18689347573a584789cad499141b3ebf","sterling-analytics","Lead Generation"
"18689347573a584789cad499141b3ebf","sterling-analytics","FinTech"
"186b4b3bd37b0e86d42189ed817ce8da","crescendo-biologics","Biotechnology"
"186f0b6c8b15e577d002167070b693a7","perfint-healthcare","Biotechnology"
"1872e4475407d44abaf2d31bf1f6f405","nominum","Analytics"
"1872e4475407d44abaf2d31bf1f6f405","nominum","Sales and Marketing"
"1872e4475407d44abaf2d31bf1f6f405","nominum","Network Security"
"1872e4475407d44abaf2d31bf1f6f405","nominum","Internet"
"1877c9907badd67080991ae45491d71c","six-voice","Analytics"
"1884cfc748e816a93108223968b146aa","the-gomez-firm","Business Intelligence"
"1884cfc748e816a93108223968b146aa","the-gomez-firm","Advice"
"1884cfc748e816a93108223968b146aa","the-gomez-firm","Reviews and Recommendations"
"1884cfc748e816a93108223968b146aa","the-gomez-firm","Legal"
"1884e1489483d78f0a8514a2b6ef38dc","gt-medical-device-entrepreneurship-association","Biotechnology"
"188ab704072e0c08cfc4baf016b3eba7","nellone-therapeutics","Biotechnology"
"188af085adbc29f9855ca17924ed799a","citylogix","Analytics"
"18957cf21b782cdf71a0835a7986fd76","merchantcashinadvance","Finance"
"18957cf21b782cdf71a0835a7986fd76","merchantcashinadvance","Business Intelligence"
"18a350fca81e8d8db3e22b0ce49b8463","la-reunion-virtuelle","Analytics"
"18a350fca81e8d8db3e22b0ce49b8463","la-reunion-virtuelle","3D"
"18a350fca81e8d8db3e22b0ce49b8463","la-reunion-virtuelle","Geospatial"
"18ad1851efa207e6f3c540fdbc8b812b","green-materials","Biotechnology"
"18b0d6e1aab539ed377737acf26228dd","assurerx-health","Biotechnology"
"18b1efaaa30f3e14fef5b04f643e5a0f","barvision","Restaurants"
"18b1efaaa30f3e14fef5b04f643e5a0f","barvision","Analytics"
"18b1efaaa30f3e14fef5b04f643e5a0f","barvision","Craft Beer"
"18b1efaaa30f3e14fef5b04f643e5a0f","barvision","Hospitality"
"18b3ad7df4a257392bd89e2cb2280bed","emergent-biosolutions","Biotechnology"
"18b3ad7df4a257392bd89e2cb2280bed","emergent-biosolutions","Health Care"
"18baa7d87dc0c37f0895cd6a67064bb1","trelys","Biotechnology"
"18bfb7fe836591fdd70a449014c091d6","cms-bondedge-an-interactive-data-company","Financial Services"
"18bfb7fe836591fdd70a449014c091d6","cms-bondedge-an-interactive-data-company","Data Mining"
"18bfb7fe836591fdd70a449014c091d6","cms-bondedge-an-interactive-data-company","Analytics"
"18bfec67c05693e54edc844438ffd9a6","mati-therapeutics","Biotechnology"
"18c677eee20716ae29663cc2497c13ee","skyfii-limited","Consumer Behavior"
"18c677eee20716ae29663cc2497c13ee","skyfii-limited","Analytics"
"18c677eee20716ae29663cc2497c13ee","skyfii-limited","Databases"
"18c77d39ec4b109b7459993e04d39c89","pathogen-systems","Biotechnology"
"18cdfbee01fa5a2c7f8666b4452d2e2f","intentiva","Biotechnology"
"18ce2017e30953d8d134310a499687ec","global-news-intelligence","Analytics"
"18d535bc2525862b3bbda8f0693815a8","dr-lal-pathlabs","Biotechnology"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Curated Web"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Social Bookmarking"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Chat"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Image Recognition"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Photography"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Video"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Shopping"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Social Buying"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Internet"
"18d858afbc41bb3e3578e0d3de0ddf08","narwhaler-llc","Social Media"
"18daef83fddfb6f7bd025839d10ef505","relink-group-as","SaaS"
"18daef83fddfb6f7bd025839d10ef505","relink-group-as","Business Intelligence"
"18daef83fddfb6f7bd025839d10ef505","relink-group-as","Data Visualization"
"18daef83fddfb6f7bd025839d10ef505","relink-group-as","Information Technology"
"18daef83fddfb6f7bd025839d10ef505","relink-group-as","Artificial Intelligence"
"18daef83fddfb6f7bd025839d10ef505","relink-group-as","Human Resources"
"18e02e5f61dc6b1e316381df9fc98077","tissue-regeneration-technologies","Biotechnology"
"18eb206cee38f19cb27a55525b7088ad","scigen-israel","Biotechnology"
"18eb3b9d864c29d6db93431b34dd56ea","brand-navigator","CRM"
"18eb3b9d864c29d6db93431b34dd56ea","brand-navigator","Information Technology"
"18eb3b9d864c29d6db93431b34dd56ea","brand-navigator","Big Data Analytics"
"18eb3b9d864c29d6db93431b34dd56ea","brand-navigator","Market Research"
"18eb3b9d864c29d6db93431b34dd56ea","brand-navigator","Brand Marketing"
"18fdf62a34b384a65868c24eac4f3165","altheus-therapeutics","Biotechnology"
"18fe8d5c719c26650ea2208ce7b6d811","wondernet","Biometrics"
"18fe8d5c719c26650ea2208ce7b6d811","wondernet","Security"
"1901110429fc210e7a6f3c74c26311e6","vitruvias-therapeutics","Biotechnology"
"1901a598cdb97b3eda0882eae54b2634","pattypets","SaaS"
"1901a598cdb97b3eda0882eae54b2634","pattypets","Social Media"
"1901a598cdb97b3eda0882eae54b2634","pattypets","Content Discovery"
"1901a598cdb97b3eda0882eae54b2634","pattypets","E-Commerce"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Analytics"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Transportation"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Logistics"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Big Data"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Predictive Analytics"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Business Intelligence"
"190a2d24df2a2a2478da30d5fbbf5067","transmetrics","Shipping"
"1918484d2b441276e1e4a87ffdcf2c81","pelikan-technologies","Biotechnology"
"191df99f68fcac6dfe73fdcda8dab08d","cardinal-path","Advertising"
"191df99f68fcac6dfe73fdcda8dab08d","cardinal-path","Business Intelligence"
"191df99f68fcac6dfe73fdcda8dab08d","cardinal-path","SEO"
"192293650b3b2613ef4253221cb56ff6","payoda-technologies","Innovation Management"
"192293650b3b2613ef4253221cb56ff6","payoda-technologies","Software"
"192293650b3b2613ef4253221cb56ff6","payoda-technologies","Big Data Analytics"
"192805e5f6786c8073f98da9637710f2","iamip-sverige-ab","Intellectual Asset Management"
"192805e5f6786c8073f98da9637710f2","iamip-sverige-ab","Big Data Analytics"
"192805e5f6786c8073f98da9637710f2","iamip-sverige-ab","Business Intelligence"
"192805e5f6786c8073f98da9637710f2","iamip-sverige-ab","Intellectual Property"
"1936d78e5a14cde78d5f10313464ac7a","apama-medical","Biotechnology"
"193a903a798164e891790345b183c2eb","thrasys-inc","Software"
"193a903a798164e891790345b183c2eb","thrasys-inc","Health Care"
"193a903a798164e891790345b183c2eb","thrasys-inc","Health Care Information Technology"
"193a903a798164e891790345b183c2eb","thrasys-inc","Analytics"
"193dfa206d6cdcc27db34b2693479343","trek-diagnostics-abmm-abmli-professional-recognition-award-selection-committee","Biotechnology"
"193dfa206d6cdcc27db34b2693479343","trek-diagnostics-abmm-abmli-professional-recognition-award-selection-committee","Diagnostics"
"193dfa206d6cdcc27db34b2693479343","trek-diagnostics-abmm-abmli-professional-recognition-award-selection-committee","Testing"
"193f1e31cf3a0ea29fa066ed68ec8af1","lophius-biosciences","Biotechnology"
"193f1e31cf3a0ea29fa066ed68ec8af1","lophius-biosciences","Health Diagnostics"
"1941019ea8b4b26317c3f38edfeb6f1a","nuvelo","Biotechnology"
"194e05d1975816d92b5ce492f6730668","the-surgical-center","Biotechnology"
"19502c06fd8eecb8641956d1b48a8022","apperio","Real Time"
"19502c06fd8eecb8641956d1b48a8022","apperio","Legal"
"19502c06fd8eecb8641956d1b48a8022","apperio","Analytics"
"1950722cb7e71eaa4927d07c74c8c712","omniox","Biotechnology"
"1955053234a849e66139fb0f93b3a10c","seo-web-analyst","Marketing Automation"
"1955053234a849e66139fb0f93b3a10c","seo-web-analyst","Internet Marketing"
"1957ffc4cd74d2512617fa9521c5d0e9","instituto-de-medicina-genomica","Biotechnology"
"1957ffc4cd74d2512617fa9521c5d0e9","instituto-de-medicina-genomica","Medical"
"195d353e89409d69c08179cfa13a291d","progressive-care","Biotechnology"
"19602f4dd0b2cd065faae7da29572f69","miltenyi-biotec","Medical"
"19602f4dd0b2cd065faae7da29572f69","miltenyi-biotec","Biotechnology"
"19602f4dd0b2cd065faae7da29572f69","miltenyi-biotec","Bioinformatics"
"196175f194e740b29632ac092ff85ace","sirion-holdings","Biotechnology"
"19653ecfe076018c9c4a94fc5e197b27","ambiata","Big Data Analytics"
"19653ecfe076018c9c4a94fc5e197b27","ambiata","Direct Marketing"
"19653ecfe076018c9c4a94fc5e197b27","ambiata","Advertising Platforms"
"19653ecfe076018c9c4a94fc5e197b27","ambiata","Data Integration"
