"company_uuid","company_permalink","funding_type","series","announced_on","money_raised_usd"
"cc4bef6f71d8447231d214323b002a6d","amicus-therapeutics","debt_financing",NA,"2013-12-31",1e+07
"cc4bef6f71d8447231d214323b002a6d","amicus-therapeutics","debt_financing",NA,"2013-12-03",1.5e+07
"cc4bef6f71d8447231d214323b002a6d","amicus-therapeutics","venture",NA,"2010-11-05",31284583
"cc4bef6f71d8447231d214323b002a6d","amicus-therapeutics","venture",NA,"2012-07-30",18582360
"e8562bf0460972749a1ff080355754f2","amidebio","venture",NA,"2011-05-09",575000
"e8562bf0460972749a1ff080355754f2","amidebio","venture",NA,"2010-02-04",274997
"e8562bf0460972749a1ff080355754f2","amidebio","debt_financing",NA,"2012-05-25",3e+05
"e8562bf0460972749a1ff080355754f2","amidebio","debt_financing",NA,"2014-05-07",4e+05
"e8562bf0460972749a1ff080355754f2","amidebio","venture",NA,"2015-01-12",279287
"383f1be76ac7f18f31d2a52eaa74618b","amigo-da-cultura","seed",NA,"2012-04-03",30000
"383f1be76ac7f18f31d2a52eaa74618b","amigo-da-cultura","seed",NA,"2011-04-06",30000
"468f92d6fff9859e678c3cdd26754bae","aminex-therapeutics","venture","A","2015-11-09",4e+06
"468f92d6fff9859e678c3cdd26754bae","aminex-therapeutics","venture",NA,"2014-07-11",1592697
"468f92d6fff9859e678c3cdd26754bae","aminex-therapeutics","venture",NA,"2014-10-12",410000
"17f667eecb91e8b037be06fa653eb15c","aminus3",NA,NA,NA,NA
"ef44a540055ae94c30e476ca0f187cac","amira-pharmaceuticals","venture","B","2007-03-23",2.5e+07
"6e2b382a93ae881b3994bd82c2c5e339","amiro-consulting-llc",NA,NA,NA,NA
"a8127fc4c7fcd0ac95f026445e50353b","amnestix",NA,NA,NA,NA
"f191ba322da9c53aadf97ccc92220991","amniochor","seed",NA,"2015-08-02",NA
"9da23ece1f8b9e7445dc5bd55a44eeaa","amniolife","venture","A","2016-01-06",689000
"9da23ece1f8b9e7445dc5bd55a44eeaa","amniolife","venture","A","2015-06-03",833000
"374e34790690bdbc60fd8cabf190abc5","amo-pharma","private_equity",NA,"2015-09-30",2.5e+07
"0e50eb84d43485cf1a3760e6b68092a8","amodo","seed",NA,"2015-11-01",36000
"9c1fbb445a941aca33fc5ea23e2b4ad0","amoobi","seed",NA,"2011-08-01",180187
"5ed39a41f17d47a8aa0e74d33f812946","amorcyte","venture",NA,"2010-11-30",525000
"5ed39a41f17d47a8aa0e74d33f812946","amorcyte","debt_financing",NA,"2011-07-21",5e+05
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2014-03-14",379233
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2013-05-02",113991
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2012-05-28",20000
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2012-01-26",100474
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2013-04-11",128218
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2014-02-11",251821
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2014-01-22",256082
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2011-03-09",350000
"ffffb228025abbf05afe89322e8df6fe","amorfix-life-sciences","venture",NA,"2013-03-16",25220
"421c61a78ed45515667433eb18873651","amepllo-labs",NA,NA,NA,NA
"448c387d2217f552a20f2db42cd912f1","ampere-analysis",NA,NA,NA,NA
"e0f72291fe8075682935849cf0925448","ampere-life-sciences","venture",NA,"2009-11-13",1367143
"6e32eb5236f296b3463138b4661c0f1d","amphastar-pharmaceuticals",NA,NA,NA,NA
"44cd86f2675ec96de83acbaf716db260","amphivena-therapeutics","venture","a","2013-07-15",1.4e+07
"9ac9ba554a7216dc04e1e4abdd6ad731","amphora-medical","venture",NA,"2015-07-15",12782106
"9ac9ba554a7216dc04e1e4abdd6ad731","amphora-medical","venture",NA,"2013-06-05",6e+05
"8859aa4cadd03cc565a12123a5081b17","ampio-pharmaceuticals","post_ipo_equity",NA,"2014-03-05",63300000
"8859aa4cadd03cc565a12123a5081b17","ampio-pharmaceuticals","venture",NA,"2011-03-25",585000
"c9440f28a2c830d5345e3d345c99cf63","ampla-pharmaceuticals","venture",NA,"2011-05-02",1500000
"c9440f28a2c830d5345e3d345c99cf63","ampla-pharmaceuticals","venture",NA,"2010-02-10",295271
"c9440f28a2c830d5345e3d345c99cf63","ampla-pharmaceuticals","venture","1","2006-12-06",5470000
"a63457a32b2c6fb91724a07ec3f5d77a","amplab",NA,NA,NA,NA
"c131e7dd692dc95d70cc407305eefb1d","amplidata","venture","a","2010-05-26",3074955
"c131e7dd692dc95d70cc407305eefb1d","amplidata","venture","C","2012-10-15",8e+06
"c131e7dd692dc95d70cc407305eefb1d","amplidata","venture","B","2012-09-12",6e+06
"c131e7dd692dc95d70cc407305eefb1d","amplidata","venture","B","2010-09-17",6e+06
"c131e7dd692dc95d70cc407305eefb1d","amplidata","venture","D","2014-03-24",1.1e+07
"c131e7dd692dc95d70cc407305eefb1d","amplidata","venture","E","2014-09-08",1e+07
"90ff0384216fa0354de3a58e45e56709","amplifinity","venture","B","2014-03-18",7e+06
"90ff0384216fa0354de3a58e45e56709","amplifinity","venture","A","2011-12-09",3600000
"90ff0384216fa0354de3a58e45e56709","amplifinity","seed",NA,"2010-01-10",2500000
"90ff0384216fa0354de3a58e45e56709","amplifinity","venture","B","2015-05-20",2489114
"062050b961b4a4b813f6f9078ce74c98","amplifr",NA,NA,NA,NA
"fd9695a4e39b648f5d3ca8cf237ff3c8","amplify-interactive",NA,NA,NA,NA
"86514dc4704e317ea0e12b381b85e02a","amplii",NA,NA,NA,NA
"a3eb315dba0fe2cc019151a9c6bd7461","amplimed-corporation","venture","C","2008-01-14",5e+06
"a3eb315dba0fe2cc019151a9c6bd7461","amplimed-corporation","venture",NA,"2010-03-03",7142093
"a3eb315dba0fe2cc019151a9c6bd7461","amplimed-corporation","debt_financing",NA,"2009-04-30",1998340
"1d6c329183cd14abfd174ebb2038df57","amplimmune","venture","A","2006-01-01",2e+07
"205cfff0eb8cd00b62931366c964ca2d","amplion-research","seed",NA,"2015-01-07",1e+06
"b2f692f326ed9d1c25ab461fdb2befc0","ampliphi-biosciences","post_ipo_equity",NA,"2013-12-16",1.8e+07
"b2f692f326ed9d1c25ab461fdb2befc0","ampliphi-biosciences","debt_financing",NA,"2013-02-25",5e+05
"b2f692f326ed9d1c25ab461fdb2befc0","ampliphi-biosciences","private_equity",NA,"2013-07-10",12490999
"b2f692f326ed9d1c25ab461fdb2befc0","ampliphi-biosciences","post_ipo_equity",NA,"2015-03-11",1.3e+07
"0fef70cbaf81c9b6b9e0aa5fc3b50829","amplitude","seed",NA,"2012-01-01",NA
"0fef70cbaf81c9b6b9e0aa5fc3b50829","amplitude","seed",NA,"2014-07-11",2e+06
"0fef70cbaf81c9b6b9e0aa5fc3b50829","amplitude","undisclosed",NA,"2013-09-10",NA
"0fef70cbaf81c9b6b9e0aa5fc3b50829","amplitude","venture","1","2015-08-05",9e+06
"6ec338ec248f6a3e88c2a84fb7fd369a","fandealio","seed",NA,"2012-03-01",175000
"6ec338ec248f6a3e88c2a84fb7fd369a","fandealio","seed",NA,"2013-12-25",375000
"6ec338ec248f6a3e88c2a84fb7fd369a","fandealio","seed",NA,"2014-07-15",450000
"6ec338ec248f6a3e88c2a84fb7fd369a","fandealio","seed",NA,"2015-04-08",1200000
"c2f310272f2c5088b06d433cfb5cb0ff","amristar",NA,NA,NA,NA
"59f76ca601f734d0a2d7ff4172814876","amrit-advanced-biotech","angel",NA,"2007-04-01",150000
"59f76ca601f734d0a2d7ff4172814876","amrit-advanced-biotech","angel",NA,"2008-07-01",698097
"59f76ca601f734d0a2d7ff4172814876","amrit-advanced-biotech","venture","1","2009-10-01",2394302
"ba81410b21939b67c3b1ea6fe2e064dd","amsbio",NA,NA,NA,NA
"a717c809520a1e4a7cb47d0b7784fe61","amsco-international",NA,NA,NA,NA
"254c8d0c89234fa1f92155b2d0c2fb83","amsplus",NA,NA,NA,NA
"ee76ca4ee0b74ba3f614f5a7c93fa88f","amstem",NA,NA,NA,NA
"e5f2d14c295f2289053bee68101cd499","amtek-company",NA,NA,NA,NA
"534d857007f34a6d020a57b788158b85","amulet-pharmaceuticals","venture","a","2007-03-05",1700000
"e256a4e9038da5918b1d6532d505c212","amura","venture",NA,"2005-05-01",1840000
"be0202965eb853a98951940d91ab7256","amvac","venture","a","2010-02-11",2800000
"c4f1a0e70e1e6219d4a92c10b4a34e1a","amylin-pharmaceuticals",NA,NA,NA,NA
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","post_ipo_equity",NA,"2010-10-12",13778480
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","post_ipo_equity",NA,"2011-10-28",7e+06
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","venture",NA,"2008-02-07",2357918
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","post_ipo_equity",NA,"2012-02-27",83700000
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","venture","1","2008-08-14",2.1e+07
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","grant",NA,"2009-12-01",24300000
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","venture","1","2009-10-01",41750000
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","venture","1","2007-09-19",7e+07
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","venture","1","2006-10-12",2e+07
"09bbf7ea2dbeced315c1ec95ca78f55a","amyris-biotechnologies","venture","1","2010-07-02",133154025
"196577d10a8254cd60ce794b7fd383ba","ana-data-consulting-inc",NA,NA,NA,NA
"71889b151251deca38da584bff7e245d","anabios","seed",NA,"2011-04-04",1318297
"0bf6636ffcc84de1a63ac3c94f94616d","anaconda-pharma","venture","b","2010-07-19",3240000
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","venture",NA,"2010-07-30",1.5e+07
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","grant",NA,"2010-11-04",1500000
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","private_equity",NA,"2013-04-09",5e+06
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","venture","1","2009-01-06",5e+07
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","venture",NA,"2007-02-05",5e+07
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","venture","1","2005-05-11",2.5e+07
"4e0962263f4abfe35de414b198d28e77","anacor-pharmaceutical","debt_financing",NA,"2013-06-12",4.5e+07
"01629d42c710c96f29d1888f45ad2b1a","anaderm-research-corporation",NA,NA,NA,NA
"6c9c9b6d9af1d3bda9d8f6caab889f7a","anadys","venture",NA,"2009-06-04",17500000
"9a4a15e365ec3793059009d9a87ee78f","anagard",NA,NA,NA,NA
"298df27fae71c788fab52f1bb581c178","anagnostics","venture",NA,"2009-02-27",3790000
"68c466280a91e424b7b458e66709c1ca","analiti-co",NA,NA,NA,NA
"341bf17040dfd8e2e6b40b39313231b1","analiza","seed",NA,"2007-08-22",3e+05
"341bf17040dfd8e2e6b40b39313231b1","analiza","seed",NA,"2008-09-04",3e+05
"8950508096204705f9b73c082910b8d2","analyst-zone",NA,NA,NA,NA
"786dc8ecc001e859508c0817557b6e1d","analyte-logic","venture",NA,"2012-07-26",7e+05
"88e60015b0220b39ed59c742d9f5038c","analytic-alchemy",NA,NA,NA,NA
"bd6e5d1afc7d866693423d38d634cd5a","analytica-inc",NA,NA,NA,NA
"46e12bf466a7d26522fffdf9b463b0ba","analytical-business-solutions-ltd",NA,NA,NA,NA
"0e3dde0e6983f59a53b92de8ee6bf322","analytical-path",NA,NA,NA,NA
"c0c6970f6dff9245226b0947c4bdc5fc","analytically-driven","equity_crowdfunding",NA,"2015-08-19",NA
"11c38005912ee158250f0727ce846bff","analyticmate","seed",NA,"2013-09-01",1420000
"5278e0f0ae74e5fa430602aca8cddedf","analyticon-discovery","venture","c","2005-04-28",3040000
"9581eff79367098856ed3d0eeb748ca1","analytics-egg",NA,NA,NA,NA
"735990a0fac73700777a49f67f538095","analyticsfire",NA,NA,NA,NA
"a02b71c87d4a0c51f8eebb1d0053cca0","analytics-for-life","venture","A","2016-01-06",7165770.5472
"a02b71c87d4a0c51f8eebb1d0053cca0","analytics-for-life","venture",NA,"2015-06-02",1846400
"af9775964a7b523c38618d7c7901f52c","analytics-intelligence",NA,NA,NA,NA
"324f815c132935130fb11c4e8bef113f","analytics-matcher",NA,NA,NA,NA
"589bfe7849fbcf621d7aab9462099fcb","analytics-portfolio",NA,NA,NA,NA
"b7c34e8238e690bd8530d3988a430af5","analytics-pros",NA,NA,NA,NA
"d0b7bbd0afc719fd8f1a2f07b97ce3c8","analytics-training-institute",NA,NA,NA,NA
"bda247fa94c81fdc8ca57f0a980f6450","analytics-vidhya",NA,NA,NA,NA
"9d3f54be267fc8b9334b09a2453ce71b","analyticsmd","venture",NA,"2015-04-14",NA
"9d3f54be267fc8b9334b09a2453ce71b","analyticsmd","seed",NA,"2014-12-01",120000
"c1c91c9bde2749723994a0199c9d19ed","analyticsworks",NA,NA,NA,NA
"fb562e778d947a10226e57e51f738ba6","analytixlabs",NA,NA,NA,NA
"1b4992c25ccbb6b61e96af580f263c32","analyttica",NA,NA,NA,NA
"5a5ca960fdfbc9ea103de1ca8ca0bbd5","analyze-re","venture","A","2013-11-05",1346153
"323d3d6b21b71c499dd5de42df0b180d","analyzee",NA,NA,NA,NA
"cd9c0d228dc71f85199cf21503cf224e","analyzer-cc",NA,NA,NA,NA
"661bddd7277c3b1c95bb2f9fd51d7faa","anametrix","venture","a","2012-10-09",4400000
"661bddd7277c3b1c95bb2f9fd51d7faa","anametrix","undisclosed",NA,"2011-04-06",NA
"661bddd7277c3b1c95bb2f9fd51d7faa","anametrix","venture",NA,"2010-09-03",1150000
"1c948de9ba95eacdd1d4af134fd77015","ananto",NA,NA,NA,NA
"38cfe828096c07d745d5dca5ccacb393","anapa-biotech","venture",NA,"2007-01-25",1e+06
"ac0007c55c66b73aacb51d8ee020c455","anaphore","venture",NA,"2008-04-15",8e+06
"ac0007c55c66b73aacb51d8ee020c455","anaphore","venture","1","2009-06-09",1.3e+07
"ac0007c55c66b73aacb51d8ee020c455","anaphore","venture",NA,"2008-01-31",3300000
"72dae27a5fc3fd9d6adef1910b669e2f","anapsis","seed",NA,"2013-06-01",1e+05
"3f420445bb8d8048dcd1b02441ddfcff","anaptysbio","venture","B","2007-11-08",33900000
"3f420445bb8d8048dcd1b02441ddfcff","anaptysbio","debt_financing",NA,"2013-08-30",2022117
"3f420445bb8d8048dcd1b02441ddfcff","anaptysbio","venture",NA,"2011-10-14",8024394
"3f420445bb8d8048dcd1b02441ddfcff","anaptysbio","venture","a","2006-07-31",2e+06
"3f420445bb8d8048dcd1b02441ddfcff","anaptysbio","venture","D","2015-07-15",4e+07
"ead7f343d856e36271eb37745a0a65fb","anasac",NA,NA,NA,NA
"db56fdb27f681b3e4d080c6d6130a1cd","anavex","private_equity",NA,"2013-07-08",2600000
"db56fdb27f681b3e4d080c6d6130a1cd","anavex","post_ipo_debt",NA,"2014-03-19",1e+07
"71bc615914ca7112aa084a3187fb9c41","anboto",NA,NA,NA,NA
"710133c588c3d20592ea76e7cdd73b3a","ancera","undisclosed",NA,"2013-03-14",NA
"710133c588c3d20592ea76e7cdd73b3a","ancera","debt_financing",NA,"2013-11-25",1277500
"50fc071df21ac2727833052338fe3576","anchor-id-inc","seed",NA,"2014-07-02",3e+05
"50fc071df21ac2727833052338fe3576","anchor-id-inc","angel",NA,"2014-10-01",3e+05
"50fc071df21ac2727833052338fe3576","anchor-id-inc","convertible_note",NA,"2015-08-05",230000
"2365401de9d01fe3a879217bb7a9007a","anchor-therapeutics","venture","b","2010-08-20",1e+07
"294333b8a26f8534dc82c39a8b623eb1","ancoa-software","undisclosed",NA,"2014-12-19",NA
"294333b8a26f8534dc82c39a8b623eb1","ancoa-software","venture","1","2015-09-21",6364942.612
"a00ea02cdde8344647f81d983b9cd332","ancora-pharmaceuticals","venture",NA,"2009-11-09",8e+05
"a00ea02cdde8344647f81d983b9cd332","ancora-pharmaceuticals","venture","1","2007-05-03",NA
"af9a2ff75be3e3f30bb937a7395ca6c8","andale",NA,NA,NA,NA
"37ee7f06a6204b2d0b46affe482d51ec","andalyze","venture","b","2012-01-31",1577608
"37ee7f06a6204b2d0b46affe482d51ec","andalyze","debt_financing",NA,"2014-10-28",2145000
"37ee7f06a6204b2d0b46affe482d51ec","andalyze","debt_financing",NA,"2014-12-05",266372
"37ee7f06a6204b2d0b46affe482d51ec","andalyze","venture","B","2013-04-16",NA
"01139564e36cb94166428dbe0195b8bd","andara-bi",NA,NA,NA,NA
"272b76bba770cecdd8f82224edab6685","andbio","debt_financing",NA,"2014-11-06",NA
"93a2b8d58a63c66d42208fef8b6cbe12","andersonbrecon","debt_financing",NA,"2013-05-13",7.5e+07
"f0aa68c0e6b27cae608b33be841e4387","andiast","seed",NA,"2014-05-02",50000
"f0aa68c0e6b27cae608b33be841e4387","andiast","seed",NA,"2015-09-08",1500000
"ae7f01c8a2712c678a1e1d0afa969b73","andrew-technologies","venture","B","2009-10-09",4800000
"ae7f01c8a2712c678a1e1d0afa969b73","andrew-technologies","venture","A","2006-05-06",410000
"ae7f01c8a2712c678a1e1d0afa969b73","andrew-technologies","venture",NA,"2015-12-09",7800000
"ae7f01c8a2712c678a1e1d0afa969b73","andrew-technologies","venture","C","2011-03-24",6e+06
"ae7f01c8a2712c678a1e1d0afa969b73","andrew-technologies","venture","d","2013-05-30",6261769
"34ca72650acf3ce825f7d43ac0e55b35","andro-diagnostics","venture",NA,"2010-09-27",1307000
"1c1a2aab02ea382106d690d42e047b46","androbiosys","venture",NA,"2009-01-09",5e+05
"5137620a846b1de31893e385b54dcdb4","androjek","venture",NA,"2011-11-17",4e+05
"700ba1b4cf39281b03fbe1b9598dde55","andromeda-biotech-ltd",NA,NA,NA,NA
"9a6267f970be0a3cfe27ad347c132f56","anergis","venture","a","2011-03-28",2e+07
"9a6267f970be0a3cfe27ad347c132f56","anergis","venture","B","2014-12-03",1.5e+07
"cfb8e451518ee10806173276409c74f1","anesiva","venture",NA,"2007-12-18",2.5e+07
"cfb8e451518ee10806173276409c74f1","anesiva","venture",NA,"2009-01-30",3e+06
"cfb8e451518ee10806173276409c74f1","anesiva","debt_financing",NA,"2009-06-04",2e+06
"f8e54757ca5de2e994d593ca0a9ca520","aneumed","venture",NA,"2013-06-05",1110000
"254ac695bc1b7a7a89113f3d0ca167cf","anexon","venture",NA,"2010-10-20",7e+06
"254ac695bc1b7a7a89113f3d0ca167cf","anexon","seed",NA,"2007-12-31",5e+05
"77437695da21c8e1777ac462426f98cc","angelcam","convertible_note",NA,"2014-07-04",155000
"77437695da21c8e1777ac462426f98cc","angelcam","seed",NA,"2014-03-27",44600
"77437695da21c8e1777ac462426f98cc","angelcam","seed",NA,"2014-04-15",1e+05
"1da6f5427fa8e18805107499ee127e1b","angelkings-com",NA,NA,NA,NA
"04b9f052464b905a5494cd1c04852dea","angieslist-com-database",NA,NA,NA,NA
"30bcca8e7e33b44796eb417e1d7659a8","angioblast-systems",NA,NA,NA,NA
"a2bc0f5a5be6aa7726f2f27b65bdcd01","angiochem","venture",NA,"2005-12-12",6e+06
"a2bc0f5a5be6aa7726f2f27b65bdcd01","angiochem","venture",NA,"2005-01-01",807000
"a2bc0f5a5be6aa7726f2f27b65bdcd01","angiochem","venture",NA,"2007-12-01",3e+06
"785a43154aa489e3725b0ff08618cf5f","angiocrine-bioscience","venture",NA,"2013-03-13",3999999
"cbaa80c60f91078bdf1ba91cd1058b75","angion-biomedica","venture",NA,"2015-02-20",4356452
"aac22263ca1ace4869032c9f90bb01f8","angionics-inc",NA,NA,NA,NA
"4c2e9936225a2150653bb57545837ab7","angioscore","venture","e","2007-10-09",3e+07
"4c2e9936225a2150653bb57545837ab7","angioscore","venture",NA,"2011-04-20",1.2e+07
"43f4eba8cab2ba634aea659a05483da2","angmi","product_crowdfunding",NA,"2015-06-17",3536
"a0da6877357fcad569d67f462c2a360e","virante",NA,NA,NA,NA
"c7061b5dd739ac807599db0ca91048f6","anhui-anke-biotechnology-group-co-ltd","venture","A","2005-07-01",NA
"58d69f1eb8f5b277c8c2dc3308778b57","anhui-huaxing-hengda-biotech",NA,NA,NA,NA
"fae7c1ef3f141fa8308df1bd88fbe13b","anika-therapeutics",NA,NA,NA,NA
"a5d9287cd987b87abf9a75c36c07d81e","anima-cell-metrology-ltd",NA,NA,NA,NA
"f212817dd43b350fa4556efbd55da62b","animated-dynamics","grant",NA,"2014-09-02",150000
"90475ea416e393de80535eef4bde3c93","anime-papers",NA,NA,NA,NA
"88e7d2b4b6270c6032333d8ba396fbd3","anivax",NA,NA,NA,NA
"a64484a3b04494aed9fe87f59fe6e36c","ankasa-regenerative-therapeutics","venture","A","2015-06-23",8500000
"3500d34a4fc19cf480953d2664a5fe3b","ankh-genetics","equity_crowdfunding",NA,"2014-10-14",NA
"5cea4de67d87a79e62a385129a07a4a9","annexon","seed",NA,"2011-08-22",999999
"5cea4de67d87a79e62a385129a07a4a9","annexon","venture","1","2014-12-15",3.4e+07
"ed2407ef6161a0aa2d047103ec8bdf1a","annovation-biopharma","venture",NA,"2012-07-26",2e+06
"ed2407ef6161a0aa2d047103ec8bdf1a","annovation-biopharma","venture","1","2012-09-10",8e+06
"ed2407ef6161a0aa2d047103ec8bdf1a","annovation-biopharma","venture",NA,"2011-05-17",375000
"a71cc67d257de50c7f30a94271ade890","anodot","venture","A","2015-12-09",3e+06
"a71cc67d257de50c7f30a94271ade890","anodot","seed","A","2014-05-12",1500000
"0bc8b4930a605d12d86c5472f07b0359","anokion-sa","venture","A","2014-05-09",37500000
"1233f6b39b76c9c95f6561db804bd345","anolytech",NA,NA,NA,NA
"f69a6b993cb02635aa879aec36d0b3a1","anonymous-behaviors",NA,NA,NA,NA
"1f16dd28285d98b6dbbf44f7df127fc9","anosearch",NA,NA,NA,NA
"98131d295209a9f896e5f78e5a914bea","ansun-biopharma","venture",NA,"2015-12-22",1e+07
"7790d301c20b9c2a969bf47085a2e6f5","answergen",NA,NA,NA,NA
"286d594c4e67c64e8409ed9b70feec05","answertoit",NA,NA,NA,NA
"762eccea5e114dd1b8e1933d31a949a3","antara-software-consulting",NA,NA,NA,NA
"df4093ee03b4985dc96b8f8574eb5709","ante-up-fantasy-sports",NA,NA,NA,NA
"c0bfc5b97fcbc31c252b53276c9283f2","antegrin-therapeutics","venture",NA,"2015-10-05",1e+05
"c0bfc5b97fcbc31c252b53276c9283f2","antegrin-therapeutics","seed",NA,"2013-04-02",NA
"229dd56ba1b27b8e61e2299b2878ac71","anteis",NA,NA,NA,NA
"a4d50778bc67f09fe6f4cbd77ef3fca6","antelope-valley-surgery-center",NA,NA,NA,NA
"6b8861e8586c2fed97dfee69c312a7ab","antera-therapeutics","debt_financing",NA,"2015-06-19",265000
"c622b1706bfa259832b492e18c06a071","antezeta",NA,NA,NA,NA
"9d48e4e8b8e8fc4eeb818c817d2474cc","anthelio",NA,NA,NA,NA
"64eee18c1771de37a4432806be7b8743","anthem-marketing-solutions",NA,NA,NA,NA
"aba6833166ec81642d30c5b0c275dcfe","anthera-pharmaceuticals","venture",NA,"2008-08-14",1.9e+07
"aba6833166ec81642d30c5b0c275dcfe","anthera-pharmaceuticals","venture",NA,"2010-09-21",31500000
"d675b719ffd82d1e285a1c1107965a57","anthill","venture",NA,"2009-08-11",2564788
"e51c68596b4acaa376c437199665ebee","anti-microbial-solutions","venture",NA,"2013-02-27",1600000
"1b0db7c1ae8ee673a8819559dfecb142","antibe-therapeutics","post_ipo_equity",NA,"2014-03-31",3015398
"1b0db7c1ae8ee673a8819559dfecb142","antibe-therapeutics","seed",NA,"2013-08-12",55000
"1b0db7c1ae8ee673a8819559dfecb142","antibe-therapeutics","post_ipo_equity",NA,"2015-04-01",786000
"e1dea2657d5a07ff82d4da19448bf86a","antikoerper-online-de",NA,NA,NA,NA
"b9ef18b296039f6f6a2b02dd72e4712e","antibody-adviser",NA,NA,NA,NA
"8cdbdf1d067ecd7d0ebdc3dd6ae4d373","antidot","venture","A","2011-01-01",3500000
"0b332b9ceb3aad945d3540be5a1e6857","antisoma",NA,NA,NA,NA
"b5858b85fc27af8ecbd6e3d1ab8dd0f0","antria","venture",NA,"2013-01-29",1440000
"1b397b1bf110f506e9485b0d08716438","antriabio","venture","A","2015-12-21",2000115
"1b397b1bf110f506e9485b0d08716438","antriabio","debt_financing",NA,"2014-01-14",1420000
"1b397b1bf110f506e9485b0d08716438","antriabio","debt_financing",NA,"2012-08-16",1825000
"1b397b1bf110f506e9485b0d08716438","antriabio","debt_financing",NA,"2013-01-14",825000
"1b397b1bf110f506e9485b0d08716438","antriabio","venture",NA,"2014-04-14",7296453
"1b397b1bf110f506e9485b0d08716438","antriabio","venture",NA,"2015-01-09",7e+06
"1b397b1bf110f506e9485b0d08716438","antriabio","venture",NA,"2015-04-16",2e+06
"a1ef599dca806c2ec1820370be331905","antuit","seed",NA,"2013-08-13",3990440
"a1ef599dca806c2ec1820370be331905","antuit","venture","1","2015-01-22",5.6e+07
"f868ad2257e9db67d7c460a0464cf36e","anulex","venture","e","2010-06-07",18300000
"f868ad2257e9db67d7c460a0464cf36e","anulex","debt_financing",NA,"2010-03-17",3780000
"f868ad2257e9db67d7c460a0464cf36e","anulex","venture","c","2006-07-25",2e+07
"f868ad2257e9db67d7c460a0464cf36e","anulex","venture","d","2009-05-26",10200000
"8a68cac7cc9e5408402b7cd435c39547","anvil",NA,NA,NA,NA
"4a47e69658f9806d6401aaed9fc61579","anvil-media-inc",NA,NA,NA,NA
"d4a7f26eac8fe414a4d4487471ac68fe","anvita-health",NA,NA,NA,NA
"116a26161778cc7a39096bc044b765fa","anychart",NA,NA,NA,NA
"02ce155792ae95d03eb5fedbc1e13f51","anza-therapeutics",NA,NA,NA,NA
"d76f491adcb7fb43f0c1aa3300e7a967","nitrocell-biosciences","venture",NA,"2013-03-21",630000
"d76f491adcb7fb43f0c1aa3300e7a967","nitrocell-biosciences","venture",NA,"2014-08-28",576513
"b0ccb4c5bfb99c53163eeae94d22c98b","aoptix-technologies","venture","c","2007-05-30",1.5e+07
"b0ccb4c5bfb99c53163eeae94d22c98b","aoptix-technologies","venture","d","2009-03-20",12900000
"b0ccb4c5bfb99c53163eeae94d22c98b","aoptix-technologies","venture","e","2012-08-23",4.2e+07
"b0ccb4c5bfb99c53163eeae94d22c98b","aoptix-technologies","venture","F","2015-05-19",19977849
"d9c4b10c2a9eb99e9dc5cd221063c86e","aortx","venture",NA,"2006-12-12",5800000
"ec7d44b431b3217da4e463413e136a6e","aoxing-pharmaceutical","venture",NA,"2010-02-09",5e+06
"1936d78e5a14cde78d5f10313464ac7a","apama-medical","seed",NA,"2010-01-11",1100000
"1936d78e5a14cde78d5f10313464ac7a","apama-medical","venture","1","2013-09-16",3200000
"1936d78e5a14cde78d5f10313464ac7a","apama-medical","venture","1","2015-01-13",17500000
"87bf8c3826a2ccdd394f3b605f0cbae6","apatar",NA,NA,NA,NA
"cc45958c759314a32933e550c53af221","apatech",NA,NA,NA,NA
"b537fb97a64bea9f89241680e0f4aaef","apbeacon",NA,NA,NA,NA
"b1e29af9941a2cbafaeeb7264548b6a6","apellis-pharmaceuticals","venture","D","2016-01-07",3.2e+07
